firmware_id,drone_vendor,drone_model,firmware_version,file_name,file_format,file_size_bytes,sha256_hash,is_signed,signature_type,encryption_used,compression_used,cpu_architecture,os_type,bootloader_present,filesystem_detected,entropy_score,avg_section_entropy,max_section_entropy,string_count,num_executables,num_scripts,hardcoded_ip_count,hardcoded_url_count,crypto_function_count,boot_time_ms,emulated_syscalls,clean_label
TFW0013,DJI,Phantom 4,v3.2.5,dji_phantom_4_13.fw,fw,9152271,d7fe64e8e60f77b088e6e8d33646d31c042d0129a84ddfa72166d6a2c226d0d1,0,None,0,1,MIPS,Linux,1,YAFFS,8.45,8.12,8.28,19332,6,8,4,5,41,4099,697,0
TFW0014,DJI,Mini 3,v3.9.3,dji_mini_3_14.fw,fw,7215966,162b4815ff1cb60fe504a1295ba5b8e5e86258555e93a66113dcb99cddaf9590,0,None,0,1,MIPS,RTOS,0,SquashFS,7.64,7.43,8.32,2116,10,8,1,5,39,4074,632,0
TFW0015,DJI,Phantom 4,v5.0.5,dji_phantom_4_15.bin,bin,31632133,548b0fba9ed9725e3e63312106b8ceb3c269df91caea728050c27df9e4065ae4,0,None,1,0,ARM,RTOS,0,YAFFS,8.24,7.78,8.56,13724,6,3,2,3,100,3786,670,0
TFW0016,Parrot,Anafi,v4.0.2,parrot_anafi_16.bin,bin,28839754,6c92dcd38f3e60a1e86c7e1389d221175dcced646c96fae46db03b645a42eb40,0,None,1,0,MIPS,Linux,0,,8.43,7.67,8.3,9288,9,3,2,3,84,3148,1483,0
TFW0017,Parrot,Bebop 2,v3.5.8,parrot_bebop_2_17.img,img,11348367,2328f585240143687e35a6a0103fe44770405849e933cf3ab48dfe812b59901f,0,None,1,0,ARM,RTOS,0,SquashFS,7.76,7.61,8.66,16239,10,7,5,6,30,4754,1719,0
TFW0018,Parrot,Bebop 2,v1.8.8,parrot_bebop_2_18.bin,bin,25782887,93acc99d651c7c58bacb024b087f053cb9d51526f6251abd49ff0354fe9fdd59,0,None,1,1,ARM,Bare-metal,0,YAFFS,8.11,8.11,8.36,11840,8,2,3,7,78,5169,1890,0
TFW0019,ArduPilot,Cube Black,v5.9.4,ardupilot_cube_black_19.fw,fw,27103230,f6e7fdafab359afa95598ffc64a2996846199498b305b060524cafd0e38b4cde,0,None,0,1,MIPS,Linux,0,YAFFS,8.42,7.32,8.06,16476,18,5,3,6,65,8399,1658,0
TFW0020,PX4,Pixhawk 4,v2.3.2,px4_pixhawk_4_20.bin,bin,24575276,3f8b308d9d0f3353fe0c6b6165c4b057b88189db573df1507c4b0dd675af2052,0,None,0,0,MIPS,Bare-metal,0,SquashFS,7.63,7.9,8.71,14582,17,3,1,3,50,6756,1076,0
TFW0021,ArduPilot,Cube Orange,v4.0.8,ardupilot_cube_orange_21.bin,bin,28981449,997879d66d82c7796e492f1ba07133a72acb445f3ba3d83c816ee2ae5d81fa12,0,None,0,1,ARM,RTOS,1,,8.23,8.17,8.26,16502,7,5,4,3,66,4179,1105,0
TFW0022,Parrot,Bebop 2,v3.7.1,parrot_bebop_2_22.fw,fw,18260377,077ff2af8ddaee4f631d5d0a7f87217e2495bb8c393f6aaa818ac446ddeaffe4,0,None,0,1,MIPS,RTOS,0,,7.87,7.8,8.39,7007,11,9,1,5,53,6309,633,0
TFW0023,DJI,Phantom 4,v1.9.6,dji_phantom_4_23.img,img,15068673,7e8c793f051008ba4a868c6f33fcf56dd5034a98045425b2955895d07d316a70,0,None,0,1,MIPS,RTOS,0,YAFFS,8.43,8.14,8.62,9226,6,5,2,3,84,5423,1791,0
TFW0024,PX4,Pixhawk 6,v2.9.8,px4_pixhawk_6_24.fw,fw,7537982,e743e19eac2d93534e02aaaa9b02e2dcf7abf4de82c0d101ac0557862809d25b,0,None,1,0,ARM,Bare-metal,0,YAFFS,8.47,7.35,8.3,14422,17,6,2,4,54,7177,1244,0
TFW0025,ArduPilot,Cube Black,v5.0.5,ardupilot_cube_black_25.bin,bin,17780878,7e4b3d38ac174a3564a83b1ff56b0cf8f556f26d87f8a92231b6f5f0fb291a7f,0,None,0,0,ARM,Linux,0,SquashFS,8.45,7.68,8.05,17517,15,2,3,2,36,7587,1655,0
TFW0026,DJI,Phantom 4,v1.4.9,dji_phantom_4_26.img,img,5627192,f791963b8c5353859141d0769f305be2aaf2180c425ae7772473b036c94a6eba,0,None,1,0,ARM,Bare-metal,1,,8.03,7.53,8.34,11882,18,8,4,3,110,3924,890,0
TFW0027,PX4,Pixhawk 4,v1.6.5,px4_pixhawk_4_27.img,img,29592846,46d1320f98d2eab9a1c527705fb9abe6211e3c064e0e0a9097e9fc51dfa7295c,0,None,0,1,ARM,Bare-metal,0,,8.38,7.96,8.85,19634,10,8,5,6,100,8392,902,0
TFW0028,Parrot,Anafi,v2.7.9,parrot_anafi_28.img,img,31582633,8ba4411f2d3dc7c26dab47b3e397f07232e853bb3e381c1bec480a9963464ded,0,None,1,0,MIPS,RTOS,0,SquashFS,8.36,8.18,8.58,11163,17,5,4,7,100,4603,1289,0
TFW0029,Parrot,Bebop 2,v4.0.1,parrot_bebop_2_29.fw,fw,25885467,b5df5ba1aa0e722d7f0b7c5dfd03f3098841fcfd0b4d6fab20d30d472c2abc48,0,None,0,1,ARM,RTOS,0,,7.89,7.53,8.6,15942,8,8,2,7,53,6052,991,0
TFW0030,DJI,Mini 3,v5.2.3,dji_mini_3_30.bin,bin,12588032,810a2ffbc66d8debc34d8bec38654a12078b691650755ee51532092126c62b1b,0,None,1,1,MIPS,Linux,0,SquashFS,8.35,7.89,8.57,19502,10,9,5,7,40,8692,1145,0
TFW0031,Parrot,Bebop 2,v5.4.7,parrot_bebop_2_31.bin,bin,31283615,00538400dc2849bda829f892ed45f50c14022b5740e7bc4de03da30df03de469,0,None,1,1,ARM,Linux,1,YAFFS,7.63,7.48,8.18,15130,8,2,4,4,102,7218,1804,0
TFW0032,Parrot,Anafi,v5.9.9,parrot_anafi_32.fw,fw,27650465,7c8fd454d72aa217ddc6154e0358cc8598e5561926a56b7a078c0841877c2e3f,0,None,1,1,MIPS,RTOS,0,,8.14,7.81,8.38,5251,8,6,4,6,41,7803,827,0
TFW0033,Parrot,Anafi,v4.9.7,parrot_anafi_33.bin,bin,2089782,bcf8b45cb744d916bf9aeba9373b3607bed5911f866f37e0b9c561a72dc493b6,0,None,0,0,MIPS,Bare-metal,0,YAFFS,7.81,7.72,8.68,10668,19,2,5,4,64,5377,1096,0
TFW0034,PX4,Pixhawk 4,v3.9.9,px4_pixhawk_4_34.bin,bin,4001120,ee73c3af6b5ad69cd45eb5e7d939226a19546c28801875d7187384e347d95bf9,0,None,1,0,MIPS,Bare-metal,1,YAFFS,7.71,8.17,8.09,18180,8,3,2,3,92,6480,1045,0
TFW0035,DJI,Phantom 4,v5.0.4,dji_phantom_4_35.fw,fw,30050116,59a30b13fc7ec69b705e0c8611d5a1517aef81eb7e6365e2e3a8efcf31e1e575,0,None,0,1,MIPS,RTOS,1,SquashFS,7.67,7.85,8.25,4989,13,5,4,2,97,8086,1131,0
TFW0036,Parrot,Bebop 2,v3.6.8,parrot_bebop_2_36.img,img,25275826,4e240f97917a6a6f8223eb9231cfab1a7912e79456a8b173037f1848b4c03a27,0,None,1,0,MIPS,RTOS,1,YAFFS,8.23,7.61,8.25,2037,11,2,5,7,86,6182,1199,0
TFW0037,ArduPilot,Cube Black,v5.2.4,ardupilot_cube_black_37.bin,bin,8830281,bd708c4f31f85a372cff46d9774891ded16178292f0415d24d5019ed488678ab,0,None,1,0,ARM,Bare-metal,0,,7.91,7.4,8.39,2448,7,9,2,6,42,5817,763,0
TFW0038,Parrot,Bebop 2,v3.6.7,parrot_bebop_2_38.fw,fw,11793248,c4688ae99fd4bda394a90d3d06b1264d5d44c08758a69ad50c5971ec6cb07e17,0,None,0,1,ARM,RTOS,0,SquashFS,8.25,7.44,8.88,4287,7,8,5,7,52,6160,601,0
TFW0039,PX4,Pixhawk 6,v4.5.5,px4_pixhawk_6_39.bin,bin,16983644,4dad867f1a3ad64e19cd3391a191a61fdcf901026d0f1078e62d14a4c3505b2b,0,None,1,1,ARM,Bare-metal,1,SquashFS,7.66,7.5,8.06,3430,10,4,5,4,112,7805,1281,0
TFW0040,DJI,Phantom 4,v1.7.1,dji_phantom_4_40.fw,fw,21803169,e6a682746806709eb9facbde7353d4cc86c020d40dc6c23a078718361a56174e,0,None,0,0,MIPS,Bare-metal,0,SquashFS,7.88,7.53,8.47,15024,10,2,4,5,68,7889,545,0
TFW0041,DJI,Phantom 4,v2.1.6,dji_phantom_4_41.fw,fw,24964638,11af1ed4de5fda9a9064c196dcf9b779bcb0abe220646a09ec861026a1e75707,0,None,0,1,ARM,Bare-metal,0,YAFFS,8.09,8.07,8.16,11613,8,5,2,3,117,3711,1235,0
TFW0042,Parrot,Anafi,v4.9.3,parrot_anafi_42.bin,bin,4649738,26bee818fb0ec04e5e95d7b50e47e73bf2eb098cb1738417264d2c14c0f02e6c,0,None,0,0,MIPS,Bare-metal,0,YAFFS,8.31,7.81,8.87,17245,19,6,4,2,109,5586,1038,0
TFW0043,ArduPilot,Cube Black,v2.6.7,ardupilot_cube_black_43.img,img,30363693,331a0189fe9655c46e213cf6b7dd7f8e13affdba0a6eaeaf2913a2a4de413890,0,None,0,1,MIPS,Bare-metal,0,YAFFS,7.89,7.77,8.1,14969,19,8,1,3,41,5648,1880,0
TFW0044,Parrot,Bebop 2,v5.4.2,parrot_bebop_2_44.bin,bin,23361351,d06885e8235f67640c617da4fdaab40154bbb0cb9f37411b24657f26b1591d30,0,None,0,1,MIPS,Linux,1,,8.16,7.4,8.36,12705,13,6,1,5,63,4717,534,0
TFW0045,PX4,Pixhawk 4,v3.5.1,px4_pixhawk_4_45.img,img,29671998,7a3e110115428b1ce22746ee1dd83c8fd7aea7b427e4cbce01b2f147da9bdd35,0,None,0,0,ARM,Bare-metal,0,,8.4,8.07,8.66,13985,8,5,2,2,100,7352,1025,0
TFW0046,PX4,Pixhawk 6,v1.3.7,px4_pixhawk_6_46.fw,fw,14785094,dd6c038b12846474952c4540ed07f6ec7017f5fe8333aadbd65a6f7bd806037a,0,None,1,0,ARM,Bare-metal,1,YAFFS,8.15,7.95,8.63,6580,13,8,5,5,104,8308,1687,0
TFW0047,Parrot,Bebop 2,v4.9.2,parrot_bebop_2_47.img,img,14449080,750e9c4b73712ea73d4c0b668fb11bdf0c10e2507e9724699387001314f636b5,0,None,0,1,MIPS,RTOS,0,SquashFS,7.81,7.36,8.38,9736,8,3,4,3,60,3870,463,0
TFW0048,PX4,Pixhawk 4,v1.3.9,px4_pixhawk_4_48.bin,bin,30455271,9eebf666d55b7d18c74f26ba2d38d89113d12c147c430abdaab7a507c075dc2d,0,None,0,1,ARM,Linux,0,,7.62,7.94,8.31,9076,6,8,4,4,91,6574,890,0
TFW0049,Parrot,Anafi,v1.0.2,parrot_anafi_49.fw,fw,10410559,31d7662121729f698a686d7b74f0047bdfb09b38b073249b1b03954f277c0a9a,0,None,1,0,MIPS,Linux,0,SquashFS,8.38,7.79,8.36,5724,6,3,2,3,42,8827,440,0
TFW0050,Parrot,Anafi,v3.7.0,parrot_anafi_50.fw,fw,28280736,f34e6a5bb4c383f70da1bada9f5f6426e572ec6d866dfb26a6af4de2174dce5f,0,None,1,1,MIPS,Bare-metal,0,SquashFS,7.62,7.37,8.24,4647,9,6,2,3,60,7904,1719,0
TFW0051,PX4,Pixhawk 6,v1.1.8,px4_pixhawk_6_51.fw,fw,22314752,4765783d166629d657a372032433d2782683b3c6f835797f20a54340faad584c,0,None,1,1,ARM,RTOS,1,YAFFS,8.39,7.71,8.18,12241,8,6,1,3,31,3270,1426,0
TFW0052,DJI,Phantom 4,v3.2.8,dji_phantom_4_52.bin,bin,16491371,ed695e75ed728eb85666b628c25a12cec2a574034a846bd6c3d2ec2f95c23186,0,None,1,0,MIPS,RTOS,1,,8.08,7.74,8.43,3685,11,5,3,6,44,4543,1312,0
TFW0053,ArduPilot,Cube Orange,v3.1.4,ardupilot_cube_orange_53.bin,bin,13747876,625d8b0effb85c1d2157e2ea09dbfabb982734817255a2b69b187f6ecf0b1a0c,0,None,1,0,MIPS,Linux,1,SquashFS,8.45,7.45,8.24,13502,18,3,2,5,86,3549,1374,0
TFW0054,DJI,Phantom 4,v4.6.7,dji_phantom_4_54.fw,fw,19800045,b65e9b25e74f5f8ebf1465667c9e4e81a332508dc6170b9ece14e41cd138a4e3,0,None,0,1,MIPS,Bare-metal,1,YAFFS,8.32,8.15,8.26,3723,15,6,3,5,104,8233,1533,0
TFW0055,ArduPilot,Cube Black,v3.3.8,ardupilot_cube_black_55.fw,fw,16832541,f162d95073c10b0f4c6bb0a69027a8cfd5c7d71deadabb70d8f6c388186ee9a3,0,None,1,1,ARM,RTOS,0,,8.5,8.06,8.59,3488,9,3,2,7,63,7663,1644,0
TFW0056,Parrot,Anafi,v1.0.7,parrot_anafi_56.img,img,11712234,914aac499c71f63a4c50f35df96f1b121fde6bafc364b0e15678d1f1efb56b9d,0,None,0,0,MIPS,Bare-metal,1,,7.92,7.9,8.87,13605,10,6,5,5,97,7014,1793,0
TFW0057,DJI,Mavic Pro,v4.6.4,dji_mavic_pro_57.fw,fw,16404390,32b4b0cee86bdd00d4f766b3dfdaec1ee0784d978c5f2d4acfeac2ae7b31b05e,0,None,1,0,MIPS,Linux,0,,8.29,7.72,8.54,16310,14,8,5,7,104,7454,767,0
TFW0058,ArduPilot,Cube Black,v3.2.1,ardupilot_cube_black_58.fw,fw,13392175,cf61527e714848e0b7d492c4d9dae8bc0b1c2e50fa17311eefff175a75081d9e,0,None,0,1,MIPS,Bare-metal,0,,7.96,7.67,8.07,8464,8,2,1,6,58,8769,1859,0
TFW0059,ArduPilot,Cube Black,v4.1.7,ardupilot_cube_black_59.fw,fw,12607861,d26a69781288d327d88cee9548734cb5bf67c6d62401e8126aa906d61e656658,0,None,1,1,ARM,RTOS,0,,8.03,7.89,8.07,14082,17,9,1,4,95,8733,1317,0
TFW0060,DJI,Mavic Pro,v3.9.7,dji_mavic_pro_60.fw,fw,23872035,6c1616f3c08bdb5457b95a986a2d5fd6d4dd661f2b10755c8d3e6c512d267869,0,None,0,1,ARM,RTOS,0,,8.16,7.79,8.86,16344,16,4,3,7,45,8453,1427,0
TFW0061,PX4,Pixhawk 4,v1.5.1,px4_pixhawk_4_61.fw,fw,23719963,05176810fa181188ae26f30c040c70e9ca3481a886fe91fa4fb98b4e63c4025d,0,None,1,1,ARM,RTOS,0,SquashFS,8.39,7.36,8.27,14843,6,9,2,3,68,4712,643,0
TFW0062,Parrot,Anafi,v5.5.0,parrot_anafi_62.fw,fw,24496771,411fb042946f9c38807b96a8dbb225b5303a1f248470931b09a5746d77dca21b,0,None,1,0,ARM,RTOS,0,YAFFS,8.49,7.76,8.08,11692,17,8,4,4,106,6240,1301,0
TFW0063,Parrot,Anafi,v4.0.6,parrot_anafi_63.fw,fw,27873749,15a263e78f7e6b5b6d28d7814bd047e0f3b79f55b2427d38753002e7fb3445d7,0,None,0,1,MIPS,Bare-metal,1,YAFFS,8.29,8.03,8.54,17368,14,7,1,6,66,4362,565,0
TFW0064,ArduPilot,Cube Orange,v2.4.0,ardupilot_cube_orange_64.bin,bin,28885798,34679cdb7d91db0a47fcc601f75bc41d7aa0f8ea5a1fb299eeb2dec249b33e46,0,None,1,0,ARM,RTOS,0,SquashFS,7.98,7.71,8.56,6828,13,9,4,5,110,7893,1449,0
TFW0065,DJI,Mavic Pro,v4.1.5,dji_mavic_pro_65.fw,fw,14548065,60ab739668f877e6cd406de3f26244e3aacc0af0838e03221a7bfe99c6a76ed5,0,None,0,1,ARM,Bare-metal,0,,7.98,7.35,8.58,17481,14,2,4,7,50,4284,1818,0
TFW0066,PX4,Pixhawk 4,v5.6.1,px4_pixhawk_4_66.bin,bin,20414814,a38f78cf305ffc50ee392a5d9e4b11c7a90b7a7fd2715ddcd1ad365bc83b7fbb,0,None,0,1,ARM,Linux,0,SquashFS,8.26,8.01,8.24,5632,19,7,2,3,73,3886,1897,0
TFW0067,DJI,Mini 3,v4.2.1,dji_mini_3_67.img,img,10071996,61882be69a607f2f6280236346338c5d4a21590431d4075bc210cdb6f75f49f4,0,None,0,0,MIPS,RTOS,0,SquashFS,7.81,7.48,8.01,2532,11,6,3,2,48,8854,1440,0
TFW0068,DJI,Mavic Pro,v4.7.2,dji_mavic_pro_68.fw,fw,13359760,9bb9105f13054b9330e3709c1aa1d2ecaba57bb304d9415583eaf8f7df4e0b44,0,None,0,1,ARM,RTOS,1,SquashFS,7.7,7.53,8.87,12160,8,4,2,2,100,8318,1127,0
TFW0069,DJI,Mini 3,v3.6.6,dji_mini_3_69.img,img,11167628,9934aaa3afa0aa363d0659c986d08f9c6908e3bc00ebdbb4b95997db73a928e5,0,None,1,1,ARM,RTOS,0,,7.92,7.45,8.23,4707,7,4,1,4,37,5258,1515,0
TFW0070,DJI,Phantom 4,v3.7.9,dji_phantom_4_70.img,img,24176769,7072f3b7a91302ef8a446701922b5d948f16828dc759484957059273a16a07e8,0,None,0,1,MIPS,RTOS,1,SquashFS,7.86,7.6,8.61,16252,14,6,4,5,106,7382,882,0
TFW0071,Parrot,Anafi,v4.0.2,parrot_anafi_71.bin,bin,30476616,27e5f627ef495c8c1f6821aa876119c3660dec349971848e88664eae655b5c79,0,None,0,1,MIPS,RTOS,1,,7.87,7.98,8.64,14155,18,6,2,2,95,8811,942,0
TFW0072,ArduPilot,Cube Black,v1.0.2,ardupilot_cube_black_72.fw,fw,11351276,15070caba56f979840498d011aab7a81da58152fb127bf8779705b75fd58a23c,0,None,1,0,MIPS,RTOS,0,,7.81,7.77,8.55,18095,19,3,2,4,70,4785,1628,0
TFW0073,ArduPilot,Cube Orange,v3.1.8,ardupilot_cube_orange_73.fw,fw,30370984,3e031faf7e8fdb27bbadad6fbcb47b64dbfcc1b397899a9bb5219d294fd30702,0,None,1,0,ARM,RTOS,0,,7.64,7.48,8.28,9757,7,6,2,6,104,7838,1925,0
TFW0074,Parrot,Anafi,v4.8.6,parrot_anafi_74.bin,bin,12378074,c2b4586b3b2c99c7e49c1045b97f2ccf210891c4e5df7bb8e24b38fdbc98e046,0,None,0,0,MIPS,Bare-metal,1,SquashFS,7.62,8.09,8.24,7962,13,5,1,4,117,6543,1330,0
TFW0075,Parrot,Anafi,v3.8.4,parrot_anafi_75.img,img,25801236,8d36fdaa0480727e905a7b2beffb2b5a6c93e1609d0d460de479360b30e9fe33,0,None,1,0,MIPS,Linux,1,,8.49,8.09,8.54,7525,9,9,3,4,99,8601,799,0
TFW0076,DJI,Mini 3,v5.6.9,dji_mini_3_76.fw,fw,10880378,81140ec718780a9249e7feed0f7ce09bbd20c2d116719d9c1f8e340364646128,0,None,1,1,MIPS,RTOS,1,SquashFS,7.98,8.08,8.78,4391,17,6,2,4,90,8142,1630,0
TFW0077,PX4,Pixhawk 4,v3.6.2,px4_pixhawk_4_77.img,img,30906642,edb7440d881afc36d1a1dcad65add9138d7fe53b8897b9befcda4023dce8f027,0,None,0,1,ARM,RTOS,1,SquashFS,7.95,7.51,8.85,11509,19,5,1,3,55,3295,1018,0
TFW0078,Parrot,Bebop 2,v3.7.0,parrot_bebop_2_78.fw,fw,17663716,7fb0736ef89ad94cd82c0baaa5bb7b033d78aba848fd93935a540fe0a0e277d6,0,None,1,1,ARM,Linux,0,,8.21,7.71,8.1,17420,7,6,4,4,100,5053,1569,0
TFW0079,PX4,Pixhawk 6,v1.9.8,px4_pixhawk_6_79.img,img,3518082,38131c96fef6ad4adf69fea95aafbd6197506261fad4351567f27dca57a30aad,0,None,1,1,ARM,RTOS,0,,7.8,8.19,8.14,5893,19,3,5,7,112,5597,1278,0
TFW0080,Parrot,Anafi,v5.0.0,parrot_anafi_80.fw,fw,19083316,227b4d7568e5443ee3733e48220c078f19d9ae765ef5b0dd1b982d8f726dbfcf,0,None,0,1,MIPS,Bare-metal,0,YAFFS,8.45,7.99,8.85,12437,9,5,1,4,99,3680,500,0
TFW0081,ArduPilot,Cube Black,v3.5.1,ardupilot_cube_black_81.img,img,29371988,ea4f8fe18469ce59adcddc356cc265bdd18a0329cd33bca965d960fcdc845087,0,None,1,0,MIPS,RTOS,1,,8.31,7.32,8.66,3682,6,9,5,3,58,8987,1279,0
TFW0082,DJI,Phantom 4,v4.2.6,dji_phantom_4_82.bin,bin,16798798,2563310889a680fb6e1ab93c8a88aa052275b41c76332f78514501823f8cb31b,0,None,1,1,ARM,Bare-metal,1,SquashFS,7.68,7.36,8.79,17675,15,2,2,3,95,7890,1229,0
TFW0083,PX4,Pixhawk 6,v2.4.8,px4_pixhawk_6_83.fw,fw,18246388,e6931c266dd799b3a7111a101ee4db372a00cd069845ab4affffafb586d4c25c,0,None,0,1,MIPS,Bare-metal,0,SquashFS,7.98,7.72,8.18,10960,8,5,2,6,48,7298,1664,0
TFW0084,DJI,Mavic Pro,v4.4.7,dji_mavic_pro_84.fw,fw,4651787,2b448dae986ba77f173f2a27ff84f4db2ad0754d23c4aa146ad6fe4871cb0341,0,None,0,1,MIPS,Linux,0,SquashFS,8.39,8.12,8.53,19401,14,8,1,5,97,3324,1158,0
TFW0085,ArduPilot,Cube Orange,v1.8.2,ardupilot_cube_orange_85.fw,fw,27862617,e900cf52d35c349f12f4cee20a06d7b803cee1cceb23fe2c1e6c732426155999,0,None,1,1,ARM,RTOS,0,YAFFS,8.45,7.78,8.63,9609,6,3,5,2,87,5291,562,0
TFW0086,ArduPilot,Cube Orange,v1.0.4,ardupilot_cube_orange_86.fw,fw,31269218,e954a17565729c8be4f3b941ed50f4d49ac2d473f4d80f08cdce33fd5c2b5554,0,None,1,1,MIPS,Bare-metal,0,,8.02,7.75,8.61,18522,6,7,2,2,99,7422,1596,0
TFW0087,ArduPilot,Cube Black,v3.4.9,ardupilot_cube_black_87.fw,fw,8247804,b5baccb5ff0af13976a1d755c0d75358110233a716489697b43db49397a29260,0,None,0,1,MIPS,Bare-metal,1,YAFFS,8.15,7.39,8.37,6607,16,9,4,4,86,3986,901,0
TFW0088,ArduPilot,Cube Black,v5.0.4,ardupilot_cube_black_88.img,img,12131621,88ff96028707d7e417258405f62301cda36037f08579feae657575ec43292aca,0,None,0,0,ARM,RTOS,1,YAFFS,7.75,7.89,8.01,12190,12,5,3,6,66,6118,946,0
TFW0089,Parrot,Bebop 2,v3.6.8,parrot_bebop_2_89.bin,bin,17266550,38cba8496c5b31f5d280968699a0fafe507c0763aa19b6a4b2a75eca194179d7,0,None,0,0,ARM,Bare-metal,1,YAFFS,8.49,8.04,8.52,5676,5,8,3,4,90,3760,1707,0
TFW0090,DJI,Mini 3,v4.1.8,dji_mini_3_90.bin,bin,26055775,6e9517cf6b5c09fae4c80ab4d0229cb0b8bbd6b916f3b35d3ddb7bd7fce4dd5a,0,None,0,1,ARM,Bare-metal,0,YAFFS,7.81,7.64,8.23,12098,18,8,2,2,59,6693,1782,0
TFW0091,ArduPilot,Cube Black,v1.1.7,ardupilot_cube_black_91.fw,fw,4139427,9fb7b6bee500de5f0717f09c07b0b1387c84ab226723f86878f77ead27d51506,0,None,1,1,ARM,Linux,0,,8.45,8.0,8.41,14533,11,9,5,3,100,4036,780,0
TFW0092,PX4,Pixhawk 4,v5.2.3,px4_pixhawk_4_92.bin,bin,20027403,2b9580aad5bdea43668f5a311208fdece1d4c5792b0a237e4f81accf7f567b97,0,None,0,1,MIPS,Bare-metal,1,,8.18,8.17,8.86,10110,9,9,2,5,102,3906,1269,0
TFW0093,ArduPilot,Cube Orange,v1.9.0,ardupilot_cube_orange_93.bin,bin,8914951,b3e44efad3e3992c81a99a5abee718d3239add3fc9ebbf52437c017e4441f8e6,0,None,0,0,ARM,RTOS,1,YAFFS,8.15,7.48,8.36,3849,19,8,5,6,54,8499,1304,0
